Role,Tags,Additional,Salary,Locations
Senior .NET Developer,"[' .NET', ' Visual Studio', ' Microsoft', ' MS SQL', ' C#', ' English', ' Polish', ' Team player', ' Communication skills', ' Problem solving', ' Entity Framework', ' Azure', ' REST', ' MVC', ' JavaScript', ' Angular', ' TypeScript', ' WebAPI', ' CQRS']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 10000 - 18000 PLN ," Kraków, Bielsko biała "
Group Leader Linux,"[' Linux', ' Apache', ' Kubernetes', ' Shell', ' AWS', ' Ansible', ' Puppet', ' English', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving', ' Proactivity']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' No '}", 15000 - 17000 PLN , Gdynia 
Remote FullStack Developer (iOS/Android),"[' JavaScript', ' HTML', ' CSS', ' REST', ' ios/android', ' Net/C#/PHP/Python/Ruby', ' English', ' Angular', ' React', ' Vue.js', ' Laravel', ' UI/UX', ' DevOps']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}",,
Frontend Developer (Angular 2+),"[' Angular', ' JavaScript', ' CSS', ' HTML', ' English', ' Team player', ' Communication skills', ' React', ' Polish', ' Problem solving', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Temporary contract (12 months) ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 120 - 134 PLN , Gdynia 
Junior Android Developer,"[' Java', ' Kotlin', ' android', ' Android SDK', ' English', ' Git', ' RxJava', ' testing', ' design patterns', ' tdd', ' Android Studio', ' Communication skills', ' Agile/Scrum']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' Yes '}", 3000 - 5800 PLN , Warszawa 
Senior JavaScript Developer,"[' React', ' CSS', ' HTML', ' Redux', ' Git', ' REST', ' Linux', ' English', ' Polish', ' Communication skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 11000 - 18000 PLN , Poznań 
DevOps Engineer,"[' Java', ' Spring', ' Git', ' REST', ' Jenkins', ' English', ' Team player', ' Communication skills', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 10000 - 17000 PLN , Krakow 
Senior Java Engineer,"[' Java', ' JVM', ' “you build it, you run it” philosophy', ' Distributed systems/computing', ' English', ' Communication skills', ' Clean code', ' Docker', ' NoSQL', ' AWS', ' Designing skills', ' DevOps', ' CI/CD', ' Azure', ' Cloud', ' Streaming', ' Microservices', ' Problem solving']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 14000 - 19000 PLN ," Kraków, Kielce, Rzeszów "
Node.js Engineer,"[' REST', ' Websockets', ' javascript', ' Communication skills', ' fluent english', ' RabbitMQ', ' GraphQL']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}", 14000 - 18000 PLN , Wrocław 
Remote Fullstack Java Engineer,"[' Java', ' Spring', ' Hibernate', ' Git', ' REST', ' Maven', ' Jenkins', ' JUnit', ' JavaScript', ' Angular', ' TypeScript', ' English', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}", 12600 - 15456 PLN , Warszawa 
Frontend Developer,"[' React', ' JavaScript', ' HTML', ' Angular', ' English', ' Team player', ' Communication skills', ' Problem solving', ' GraphQL', ' NodeJS']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}", 20000 PLN , Warsaw 
FullStack .NET Developer (Angular),"[' .NET', ' Entity Framework', ' WCF', ' REST', ' JavaScript', ' Angular', ' SQL', ' HTML', ' MS SQL', ' jQuery', ' C#', ' Polish', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' Azure', ' TypeScript', ' React', ' Docker', ' Powershell', ' English', ' TeamCity']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes  (2000 PLN) ', ' Freedom to choose tools ': ' No '}", 100 - 120 PLN , Warszawa 
Remote Java Engineer,"[' Java', ' Spring', ' Git', ' SQL', ' English', ' Elasticsearch', ' DDD']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}", 14000 - 18000 PLN , Gdańsk 
Senior iOS Developer,"[' Swift', ' Objective-C', ' REST API', ' OAuth', ' English', ' Communication skills', ' Problem solving', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes  (10000 PLN) ', ' Freedom to choose tools ': ' Yes '}", 17000 - 24000 PLN , Kraków 
C++ Developer,"[' C++', ' CMake', "" znajomość template'ów"", ' TTD', ' OOP', ' MSVC', ' GCC', ' GDB', ' UNIX', ' English']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' 50 % ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 10000 - 12000 PLN , Dąbrowa górnicza 
Senior .NET Engineer,"[' .NET', ' WCF', ' SQL', ' C#', ' Powershell', ' GIT', ' English', ' Polish', ' Agile/Scrum']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 119 - 136 PLN , Łódź 
Software Engineer Cloud Azure,"[' Virtualization', ' Linux ', ' Azure DevOps', ' Azure cloud development.', ' Willingness to learn functional language', ' Erlang/Elixir', ' Perl or Python', ' C++ knowledge is a nice addition', ' Apco25 Standard and Astro System Architecture', ' Open Telecom Platform', ' English', ' Networking protocols']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}", 9000 - 14000 PLN , Kraków 
JavaScript Developer,"[' React', ' CSS', ' HTML', ' Redux', ' Git', ' REST', ' Linux', ' English', ' Polish', ' Communication skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 7000 - 14000 PLN , Poznań 
Linux Administrator,"[' Linux', ' Ansible', ' virtualization (OVirt, KVM or Xen)', ' Bash', ' Zabbix', ' monitoring', ' SAN', ' backup tools', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' Python', ' CentOS', ' Puppet', ' Terraform', ' Foreman', ' Nagios', ' Grafana', ' Bacula', ' Bareos', ' English']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 10000 - 15000 PLN , Wrocław 
Senior ML/AI Expert,"[' Machine learning', ' Artificial Intelligence', ' TensorFlow', ' English', ' Polish', ' Team player', ' Communication skills', ' Goal-oriented', ' Attention to detail', ' Analytical skills', ' Python', ' Git', ' Java', ' JavaScript', ' Leadership skills', ' Proactivity', ' Product management']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}", 80 - 140 PLN , Wrocław 
Junior Manual Test Engineer,"[' SQL', ' Postman', ' Polish', ' Communication skills', ' Critical thinking', ' Problem solving', ' ISTQB (knowledge)', ' REST', ' RWD', ' json', ' Team player']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 3500 - 5000 PLN , Katowice 
Senior Data Engineer,"[' Git', ' Linux', ' Big Data Solutions', ' AI (ML, DL)', ' Python / Java / C# / C++', ' English', ' Polish', ' Communication skills', ' Leadership skills', ' AWS', ' Google Cloud Platform', ' Microsoft Azure', ' Jira', ' Confluence']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}", 16000 - 20000 PLN , Kraków 
Golang Developer,"[' SQL', ' Git', ' REST', ' Linux', ' golang', ' NoSQL', ' macOS', ' HTTP', ' English', ' Team player', ' Communication skills', ' clean code', ' Java', ' Docker', ' Node', ' AWS', ' microservices', ' Kubernetes']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': '', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes  (4000 PLN) ', ' Freedom to choose tools ': ' No '}", 11250 - 14300 PLN , Kraków 
Java Developer,"[' Java', ' Spring', ' REST', ' Spring Boot', ' microservices', ' English', ' Polish']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 14000 - 18000 PLN , Warsaw 
Junior DevOps/Cloud Engineer,"[' Python', ' Linux', ' Docker', ' English', ' Critical thinking', ' Problem solving', ' Go', ' Kubernetes', ' DPDK', ' Kernel']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' 80 % ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes  (1500 PLN) ', ' Freedom to choose tools ': ' No '}", 7000 - 10000 PLN ," Kraków, Warszawa, Wrocław "
React Developer,"[' React', ' JavaScript', ' CSS', ' HTML', ' unit test', ' Git', ' webpack', ' MongoDB']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 10000 - 15000 PLN , Warszawa 
Angular Developer,"[' Angular', ' CSS', ' HTML', ' Git', ' English', ' RxJS']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}", 8500 - 12500 PLN ," Gliwice, Katowice "
React Developer,"[' React', ' JavaScript', ' CSS', ' HTML', ' English', ' Polish', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' Redux', ' Angular', ' REST', ' TypeScript']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 12000 - 18000 PLN ," Katowice, Białystok "
Test Automation Engineer,"[' Selenium', ' Software QA methodologies, tools and processes', ' Automated testing tools', ' C#', ' .NET', ' Ranorex Studio', ' English', ' Proven work experience in software quality assurance', ' Ability to work independently and self-organized', ' Agile/Scrum development process', ' Selenium', ' Docker', ' Protractor', ' Ranorex', ' Team player', ' Communication skills', ' Critical thinking', ' Willing to travel for short time visiting company offic...']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' B2B - No  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}", 14000 - 20000 PLN , Katowice 
Java Backend Developer,"[' Java', ' Spring', ' SQL', ' Linux', ' English', ' Polish', ' Proactivity', ' Git', ' REST', ' Maven', ' Jenkins', ' JUnit', ' JPA', ' Docker', ' AWS', ' JMS', ' MySQL', ' nginx', ' Tomcat', ' kubernetes']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 9000 - 14500 PLN , Wrocław 
Ruby on Rails Developer,"[' Ruby', ' Ruby on Rails', ' English', ' Team player', ' Communication skills', ' Problem solving', ' AWS', ' Linux', ' Docker', ' ReactJS', ' Javascript']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': None, ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes ', ' Remote work ': None}", 8000 - 13000 PLN , Kraków 
Junior Java Developer,"[' Java', ' Git', ' REST', ' SQL', ' English', ' Team player', ' Critical thinking', ' Problem solving', ' Spring', ' JUnit', ' Docker', ' php', ' Proactivity']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}", 300k - 450k HUF , Pécs 
Mobile Software Engineer (iOS),"[' Swift', ' Objective-C', ' ios', ' Polish', ' Team player', ' Communication skills', ' Problem solving', ' English', ' Critical thinking', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' No '}", 9000 - 15000 PLN , Warszawa 
