job_type,experience,role,industry,company_size,company_type,salary,remote,location,tags
Full-time,"Junior, Mid-Level, Senior",DevOps,"Computer Software, Information Technology, Logistics & Distribution",10k+ people,Public,None,None,"Lowell,AR","['java', 'agile', 'ado', 'jenkins', 'devops']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ChiyodaCity,Japan","['swift', 'java', 'objective-c']"
Full-time,Senior,Mobile Developer,Financial Technology,201–500 people,Private,£50k - 80k (British Pounds),Remote,"Edinburgh,UK",[]
Full-time,None,Mobile Developer,None,None,None,None,None,"MinatoCity,Japan","['java', 'android', 'mobile']"
Full-time,None,Product Manager,None,None,None,None,None,"Hyderabad,India","['java', 'clojure', 'project-management']"
Full-time,"Junior, Mid-Level, Senior",Backend Developer,"Marketplace, Search Engine, Web Technology",11–50 people,Private,€35k - 65k (Euros),On-siteandlimitedremote,"Utrecht,Netherlands",[]
Full-time,"Senior, Lead",Data Scientist,"Agile Software Development, Computer Software, E-Commerce",201–500 people,Private,None,None,"Tehran,Iran","['sql', 'postgresql', 'python', 'data-analysis']"
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,Software Development,51–200 people,Private,None,None,"Utrecht,Netherlands","['.net', 'c#']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Pune,India","['android', 'java', 'ios']"
Full-time,None,Data Scientist,None,None,None,None,None,"Yokohama,Japan","['python', 'r', 'php']"
Full-time,"Mid-Level, Senior, Lead",Frontend Developer,"Computer Software, Desktop Applications, Software Development / Engineering",11–50 people,Private,$50k - 75k (US Dollars),On-siteandlimitedremote,"ShenzhenShi,China",[]
Full-time,None,Data Scientist,None,None,None,None,None,"Bengaluru,India","['python', 'machine-learning', 'hadoop']"
Full-time,Senior,Backend Developer,Retail,10k+ people,Public,None,None,"Toronto,ON,Canada","['scala', 'kotlin', 'elixir']"
Full-time,None,Data Scientist,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['r', 'sql', 'hadoop']"
Full-time,None,Data Scientist,"Computer Vision, Machine Learning",1k–5k people,Public,None,None,"PaloAlto,CA","['machine-learning', 'algorithm', 'java']"
Full-time,None,"Designer, Mobile Developer",None,None,None,None,None,"Kyoto,Japan","['php', 'android', 'user-experience']"
Full-time,"Senior, Lead",Backend Developer,"Cloud-Based Solutions, HR Services, Software Development",201–500 people,VC Funded,€50k - 55k (Euros),None,"Madrid,Spain","['ruby-on-rails', 'tdd', 'domain-driven-design', 'solid-principles', 'scrum']"
Full-time,Senior,"Backend Developer, Full Stack Developer","Logistics & Distribution, Supply Chain Management Software",501–1k people,VC Funded,SGD 80k - 100k (Singapore Dollar),None,Singapore,"['reactjs', 'java', 'javascript', 'node.js']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Yokohama,Japan","['android', 'ios', 'c#']"
Full-time,"Junior, Mid-Level","Mobile Developer, System Administrator","Cybersecurity, IT Security, Security Software",1k–5k people,Public,€50k - 65k (Euros),None,"Helsinki,Finland","['macos', 'ios', 'c++', 'objective-c', 'xcode', 'sysadmin']"
Full-time,Senior,Frontend Developer,"Financial Services, Financial Technology",51–200 people,Private,£48k - 62k (British Pounds),None,"Manchester,UK","['reactjs', 'javascript', 'tdd', 'node.js', 'less']"
Full-time,"Mid-Level, Senior",Mobile Developer,"Healthcare, Technology Consulting, Web Technology",201–500 people,Private,None,None,"Dubai,UnitedArabEmirates","['ios', 'mobile', 'swift']"
Full-time,"Mid-Level, Senior",Backend Developer,Adserver,51–200 people,VC Funded,None,On-siteandlimitedremote,"SanFrancisco,CA",[]
Full-time,Mid-Level,Mobile Developer,None,None,None,None,None,"Berlin,Deutschland","['android', 'linux', 'mobile']"
Full-time,None,DevOps,None,None,None,None,None,"Bengaluru,India","['devops', 'linux']"
Full-time,None,Mobile Developer,None,None,None,None,None,"MeguroCity,Japan","['node.js', 'objective-c', 'ios']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Kochi,India","['php', 'mysql', 'jquery']"
Full-time,"Junior, Mid-Level",Mobile Developer,"Agile Software Development, Software Consulting, Software Development",51–200 people,Private,$0 - 0 (US Dollars),None,"Indianapolis,IN","['ios', 'android', 'c#', 'swift', 'java']"
Full-time,Senior,QA/Test Developer,"Mobile, SaaS, Software Development / Engineering",201–500 people,Private,None,None,"Zapopan,Mexico","['java', 'agile', 'sql', 'testing', 'linux']"
Full-time,Mid-Level,DevOps,"Information Technology, IT Consulting, IT Security",1k–5k people,Public,€50k - 75k (Euros),On-siteandlimitedremote,"Altenholz,Deutschland",[]
Full-time,"Senior, Lead","Backend Developer, Full Stack Developer","Agile Software Development, Business Intelligence, Software Consulting",11–50 people,Private,$90k - 150k (US Dollars),None,"Charlotte,NC","['java', 'python', '.net', 'c++', 'ruby']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Osaka,Japan","['java', 'amazon-web-services', 'objective-c']"
Full-time,"Mid-Level, Senior",Full Stack Developer,"Agile Software Development, Cloud Services, Consulting",11–50 people,Private,€60k - 85k (Euros),On-siteandlimitedremote,"München,Deutschland",[]
Full-time,None,Data Scientist,None,None,None,None,None,"ShinagawaCity,Japan","['python', 'r', 'hadoop']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Mumbai,India","['c#', 'asp.net', '.net']"
Full-time,Mid-Level,"DevOps, System Administrator","B2B, BtoC, E-Commerce",11–50 people,Private,€45k - 55k (Euros),None,"Clichy,France","['linux', 'docker', 'amazon-web-services', 'jenkins', 'zabbix', 'sysadmin']"
Full-time,None,Frontend Developer,"Coupons & Discounts, E-Commerce",51–200 people,Private,None,None,"LasVegas,NV","['javascript', 'html', 'css']"
Full-time,None,Frontend Developer,"Computer Software, Electronic Time Tracking, SaaS",11–50 people,Private,$60k - 90k (US Dollars),Remote,Noofficelocation,"['ruby-on-rails', 'reactjs', 'ruby', 'vue.js']"
Full-time,"Mid-Level, Senior",Backend Developer,Mobile Application,201–500 people,Private,€46k - 60k (Euros),None,"Linz,Austria","['json', 'rest', 'web-services', 'ruby']"
Full-time,"Mid-Level, Senior, Lead",Full Stack Developer,"E-Commerce, Retail, Software Development / Engineering",1k–5k people,Private,None,None,"NewYork,NY","['javascript', 'reactjs']"
Full-time,"Senior, Lead",Full Stack Developer,"Banking, Finance, Financial Technology",1k–5k people,None,None,None,"FrankfurtamMain,Deutschland","['java', 'microservices', 'cloud', 'architecture', 'azure']"
Full-time,Senior,Full Stack Developer,None,None,None,£85k - 110k (British Pounds),None,"London,UK","['javascript', 'css', 'html', 'python', 'django']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Pune,India","['java', 'angularjs', 'spring']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Hyderabad,India","['python', 'java', 'javascript']"
Full-time,Mid-Level,Database Administrator,"Computer Software, Financial Technology, Machine Learning",51–200 people,Private,None,None,"NewYork,NY","['python', 'etl', 'sql', 'looker']"
Full-time,None,Frontend Developer,None,None,None,None,None,"NaviMumbai,India","['reactjs', 'javascript', 'symfony2']"
Full-time,Mid-Level,"Database Administrator, Full Stack Developer",None,None,None,None,None,"Berlin,Deutschland","['java', 'angularjs', 'java-ee', 'oracle', 'apex']"
Full-time,None,Backend Developer,None,None,None,None,None,"Lausanne,Switzerland","['java', 'spring', 'java-ee']"
Full-time,"Junior, Mid-Level, Senior",Frontend Developer,"Computer Software, Internet Classifieds, Web Technology",501–1k people,Private,None,None,"Cremorne,Australia","['c#', '.net', 'amazon-web-services', 'vue.js', 'angularjs']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ShinagawaCity,Japan","['java', 'android', 'cloud']"
Full-time,"Junior, Mid-Level",Backend Developer,"B2B, Software Development",11–50 people,Private,€45k - 62k (Euros),None,"Vienna,Austria","['java', 'java-ee']"
Full-time,Mid-Level,QA/Test Developer,None,None,None,None,None,"Atlanta,GA",['dynamic']
Full-time,None,Data Scientist,None,None,None,None,None,"Hyderabad,India","['machine-learning', 'r', 'python']"
Full-time,"Mid-Level, Senior, Manager",Mobile Developer,"IT Consulting, Software Development, Web Development",1k–5k people,Private,$80k - 150k (US Dollars),None,"CreveCoeur,MO","['android', 'ios']"
Full-time,Lead,DevOps,"B2C, Cybersecurity",501–1k people,Private,None,None,Singapore,"['automation', 'cloud', 'devops', 'terraform', 'ansible']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"MinatoCity,Japan","['php', 'laravel', 'zend-framework']"
Full-time,None,Database Administrator,None,None,None,None,None,"Chennai,India","['oracle', 'sql', 'ajax']"
Full-time,Senior,System Administrator,Chemicals,10k+ people,Public,None,On-siteandlimitedremote,"Leverkusen,Deutschland",[]
Full-time,Mid-Level,Backend Developer,"Agile Software Development, Digital Media, Software Development",51–200 people,Private,None,None,"Berlin,Deutschland","['java', 'spring-boot', 'microservices', 'amazon-web-services', 'sql']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Pune,India","['reactjs', 'agile', 'cloud']"
Full-time,None,Designer,None,None,None,None,None,"Hyderabad,India","['user-experience', 'user-interface', 'html']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Mumbai,India","['automation', 'testing', 'jira']"
Full-time,Senior,Backend Developer,None,None,None,None,None,"Karlsruhe,Deutschland","['javascript', 'rest', 'microservices', 'continuous', 'integration']"
Full-time,Mid-Level,Backend Developer,"Gambling, Gaming, Information Technology",10k+ people,Private,£40k - 55k (British Pounds),None,Gibraltar,"['java', 'spring', 'javascript', 'scala']"
Full-time,None,Full Stack Developer,None,None,None,None,None,"Uppilipalayam,India","['wordpress', 'php', 'javascript']"
Full-time,None,Mobile Developer,"Agile Software Development, Content Marketing, Web Technology",1k–5k people,Public,None,None,"Cambridge,MA","['ios', 'objective-c', 'iphone']"
Full-time,"Junior, Mid-Level",Embedded Developer,"Aerospace, Data Science, Software Development",5k–10k people,Public,€48k - 70k (Euros),None,"Berlin,Deutschland","['automated-tests', 'oop', 'uml', 'enterprise-architect']"
Full-time,"Junior, Mid-Level",Frontend Developer,"Banking, Financial Technology, Logistics and Supply Chain",11–50 people,Private,None,On-siteandlimitedremote,"Bogota,Colombia",[]
Full-time,"Senior, Lead, Manager",Full Stack Developer,"Digital Health, Healthcare, SaaS",1k–5k people,Private,€50k - 80k (Euros),None,"Levallois-Perret,France","['ruby-on-rails', 'reactjs', 'ruby-on-rails-6', 'javascript']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Chennai,India","['php', 'javascript', 'jquery']"
Full-time,"Mid-Level, Senior",Mobile Developer,"Financial Services, Financial Technology, Mobile Payments",501–1k people,Private,None,None,"Edinburgh,UK","['agile', 'scrum', 'kanban', 'agile-processes']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Noida,India","['php', 'mobile', 'ios']"
Full-time,None,System Administrator,None,None,None,None,None,"ShinjukuCity,Japan",['node.js']
Full-time,"Mid-Level, Senior",DevOps,"Data & Analytics, Digital Health, Software Development",11–50 people,Private,€40k - 80k (Euros),None,"Heidelberg,Deutschland","['linux', 'continuous-integration']"
Full-time,"Mid-Level, Senior","Mobile Developer, QA/Test Developer","Entertainment, Information Technology, Music",201–500 people,Private,None,None,"Montreal,QC,Canada","['mobile', 'web', 'automation', 'java', 'javascript']"
Full-time,None,QA/Test Developer,None,None,None,None,None,"Hyderabad,India","['automation', 'testing', 'selenium']"
Full-time,"Junior, Mid-Level, Senior",Frontend Developer,"Automation, Computer Vision, Software Development / Engineering",51–200 people,Private,None,None,"Hamburg,Deutschland","['css', 'html', 'typescript', 'vue.js', 'javascript']"
Full-time,None,Mobile Developer,None,None,None,None,None,"ChiyodaCity,Japan","['swift', 'scala', 'objective-c']"
Full-time,"Junior, Mid-Level, Senior",Data Scientist,"Design, Product Development, Technology Consulting",201–500 people,Private,None,None,"Cambridge,UK","['machine-learning', 'r', 'python', 'c++', 'java']"
Full-time,"Student, Junior, Mid-Level",Full Stack Developer,"Access Control, Events, Mobile Payments",11–50 people,Private,None,None,"Salzburg,Austria","['c#', '.net', 'linq', 'entity-framework', 'redis']"
Full-time,None,Database Administrator,None,None,None,None,None,"Osaka,Japan","['etl', 'java', 'python']"
Full-time,Senior,Backend Developer,"Agile Software Development, Computer Software, Information Technology",201–500 people,Private,None,None,"Budapest,Hungary","['java', 'java-ee', 'backend', 'spring', 'git']"
Full-time,Senior,"Backend Developer, Graphics/Game Developer",Medical,51–200 people,Private,$85k - 110k (US Dollars),None,"Richardson,TX","['c++', 'opencl', 'cuda', 'image', 'unit-testing']"
Full-time,"Junior, Mid-Level, Senior",DevOps,"Online Travel, Transportation, Travel & Tourism",1k–5k people,Private,None,None,"Nürnberg,Germany","['php', 'symfony', 'kubernetes', 'mysql', 'docker']"
Full-time,Mid-Level,Designer,None,None,None,None,None,"Berlin,Deutschland","['user-experience', 'user-interface']"
Full-time,"Senior, Lead",Frontend Developer,"Information Technology, subscription economy, Web Technology",11–50 people,Private,€40k - 70k (Euros),None,"Berlin,Germany","['node.js', 'angular', 'redux', 'typescript']"
Full-time,None,Frontend Developer,None,None,None,None,None,"Ahmedabad,India","['php', 'html', 'jquery']"
Full-time,None,Mobile Developer,None,None,None,None,None,"Bengaluru,India","['reactjs', 'ios', 'android']"
Full-time,"Mid-Level, Senior, Lead",Backend Developer,"Gambling, Gaming, Information Technology",201–500 people,Private,None,None,"Kraków,Poland","['.net', 'go', 'c#']"
Full-time,None,Embedded Developer,"Machine Learning, Mobile, Software Development / Engineering",10k+ people,Public,None,None,"MenloPark,CA","['c', 'embedded', 'c++']"
Full-time,"Junior, Mid-Level, Senior",Full Stack Developer,"Agile Software Development, Governance,  Risk,  and Compliance, Information Technology",51–200 people,Private,None,None,"DenHaag,Netherlands","['ruby', 'ruby-on-rails']"
Full-time,"Mid-Level, Senior, Lead",Desktop Developer,"Computer-Aided Engineering, Electronics, Semiconductors",11–50 people,Public,None,None,"Atlanta,GA","['nosql', 'apache-spark', 'apache', 'oop', 'cloud']"
Full-time,None,DevOps,None,None,None,None,None,"JerseyCity,NJ",[]
Full-time,Senior,Full Stack Developer,"Computer Software, Data & Analytics, Financial Technology",10k+ people,Public,£60k - 75k (British Pounds),None,"London,UK","['angularjs', 'javascript', 'web-services', 'vue.js']"
Full-time,"Mid-Level, Senior, Lead",DevOps,"Cloud-Based Solutions, Computer Software, SaaS",51–200 people,VC Funded,None,None,"TelAviv-Yafo,Israel","['saas', 'cloud', 'linux', 'amazon-web-services', 'kubernetes']"
Full-time,Senior,Frontend Developer,"Broadcast, Digital Media, Media",501–1k people,Public,None,On-siteandlimitedremote,"Hilversum,Netherlands",[]
Full-time,"Mid-Level, Senior",Backend Developer,"Enterprise Software, low code, PaaS",1k–5k people,Public,None,None,"Tysons,VA","['agile', 'design', 'mysql', 'rest', 'database']"
